Subject,Condition,Item,Word,option.1,option2,side,correct,RT,fulltext,withredo
19,BothTheStill,7,5,knew,twew,1,1,1344,The politician that the pollster knew from the news will still run a campaign for the presidency.,1344
19,BothTheStill,7,6,from,snom,1,1,1167,The politician that the pollster knew from the news will still run a campaign for the presidency.,1167
19,BothTheStill,7,7,the,tha,0,1,625,The politician that the pollster knew from the news will still run a campaign for the presidency.,625
19,BothTheStill,7,8,news,nend,1,1,848,The politician that the pollster knew from the news will still run a campaign for the presidency.,848
19,BothTheStill,7,9,will,woll,1,1,911,The politician that the pollster knew from the news will still run a campaign for the presidency.,911
19,BothTheStill,7,10,still,stoll,1,1,801,The politician that the pollster knew from the news will still run a campaign for the presidency.,801
19,BothTheStill,7,11,run,rup,1,1,1632,The politician that the pollster knew from the news will still run a campaign for the presidency.,1632
19,BothTheStill,7,12,a,e,1,1,992,The politician that the pollster knew from the news will still run a campaign for the presidency.,992
19,BothTheStill,7,13,campaign,camposks,1,1,1264,The politician that the pollster knew from the news will still run a campaign for the presidency.,1264
19,BothTheStill,7,14,for,wor,1,1,784,The politician that the pollster knew from the news will still run a campaign for the presidency.,784
19,BothTheStill,7,15,the,tha,1,1,976,The politician that the pollster knew from the news will still run a campaign for the presidency.,976
19,BothTheStill,7,16,presidency.,premidarry.,1,1,3408,The politician that the pollster knew from the news will still run a campaign for the presidency.,3408
19,MatrixTheEver,33,0,The,Que,0,1,688,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,688
19,MatrixTheEver,33,1,clown,clorn,0,1,1136,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,1136
19,MatrixTheEver,33,2,that,snat,0,0,816,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,3,no,ny,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,4,ringmaster,rucktaster,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,5,suspected,sutlented,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,6,of,oc,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,7,criminal,clomital,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,8,activity,aupexity,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,9,will,wibs,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,10,ever,uler,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,11,receive,reseave,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,12,the,whe,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,13,combination,didrination,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,14,to,tu,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,15,a,e,1,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixTheEver,33,16,safe.,salm.,0,0,NA,The clown that no ringmaster suspected of criminal activity will ever receive the combination to a safe.,
19,MatrixNoEver,26,0,No,Ny,0,1,670,No poet that the singer remembered from the opera will ever write a poem about the evening.,670
19,MatrixNoEver,26,1,poet,ciet,0,1,1151,No poet that the singer remembered from the opera will ever write a poem about the evening.,1151
19,MatrixNoEver,26,2,that,thit,1,1,816,No poet that the singer remembered from the opera will ever write a poem about the evening.,816
19,MatrixNoEver,26,3,the,que,1,1,1120,No poet that the singer remembered from the opera will ever write a poem about the evening.,1120
19,MatrixNoEver,26,4,singer,pisher,0,1,993,No poet that the singer remembered from the opera will ever write a poem about the evening.,993
19,MatrixNoEver,26,5,remembered,recumpered,0,1,1423,No poet that the singer remembered from the opera will ever write a poem about the evening.,1423
19,MatrixNoEver,26,6,from,scom,0,1,929,No poet that the singer remembered from the opera will ever write a poem about the evening.,929
19,MatrixNoEver,26,7,the,que,0,1,623,No poet that the singer remembered from the opera will ever write a poem about the evening.,623
19,MatrixNoEver,26,8,opera,utefa,0,1,976,No poet that the singer remembered from the opera will ever write a poem about the evening.,976
19,MatrixNoEver,26,9,will,wims,0,1,673,No poet that the singer remembered from the opera will ever write a poem about the evening.,673
19,MatrixNoEver,26,10,ever,iler,1,1,943,No poet that the singer remembered from the opera will ever write a poem about the evening.,943
19,MatrixNoEver,26,11,write,wrimp,1,1,1537,No poet that the singer remembered from the opera will ever write a poem about the evening.,1537
19,MatrixNoEver,26,12,a,e,0,1,592,No poet that the singer remembered from the opera will ever write a poem about the evening.,592
19,MatrixNoEver,26,13,poem,moex,0,1,864,No poet that the singer remembered from the opera will ever write a poem about the evening.,864
19,MatrixNoEver,26,14,about,asoot,1,1,848,No poet that the singer remembered from the opera will ever write a poem about the evening.,848
19,MatrixNoEver,26,15,the,que,0,1,656,No poet that the singer remembered from the opera will ever write a poem about the evening.,656
19,MatrixNoEver,26,16,evening.,elkming.,0,1,1920,No poet that the singer remembered from the opera will ever write a poem about the evening.,1920
19,MatrixNoStill,17,0,No,Jo,0,1,800,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,800
19,MatrixNoStill,17,1,farmer,tormer,1,1,1152,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,1152
19,MatrixNoStill,17,2,that,snat,0,1,720,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,720
19,MatrixNoStill,17,3,the,tha,0,1,687,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,687
19,MatrixNoStill,17,4,rancher,mincher,1,1,2320,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,2320
19,MatrixNoStill,17,5,recalled,rebained,1,1,1393,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,1393
19,MatrixNoStill,17,6,from,snom,1,1,800,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,800
19,MatrixNoStill,17,7,the,tha,1,1,720,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,720
19,MatrixNoStill,17,8,meeting,mouning,1,1,848,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,848
19,MatrixNoStill,17,9,will,woll,1,1,671,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,671
19,MatrixNoStill,17,10,still,stoll,1,1,784,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,784
19,MatrixNoStill,17,11,plow,plew,1,1,1232,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,1232
19,MatrixNoStill,17,12,a,e,0,1,689,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,689
19,MatrixNoStill,17,13,field,fould,0,1,703,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,703
19,MatrixNoStill,17,14,and,ang,1,1,801,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,801
19,MatrixNoStill,17,15,plant,plase,1,1,1136,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,1136
19,MatrixNoStill,17,16,soybeans.,soymouns.,0,1,1904,No farmer that the rancher recalled from the meeting will still plow a field and plant soybeans.,1904
19,BothTheEver,34,0,The,Tha,0,1,639,The assistant that the magician allowed up on stage will ever cut a wire during a show.,639
19,BothTheEver,34,1,assistant,attostant,1,1,1504,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1504
19,BothTheEver,34,2,that,thit,0,1,1104,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1104
19,BothTheEver,34,3,the,que,1,1,1201,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1201
19,BothTheEver,34,4,magician,paficein,0,1,1008,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1008
19,BothTheEver,34,5,allowed,allaque,1,1,1103,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1103
19,BothTheEver,34,6,up,ur,1,1,1409,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1409
19,BothTheEver,34,7,on,od,1,1,751,The assistant that the magician allowed up on stage will ever cut a wire during a show.,751
19,BothTheEver,34,8,stage,stabe,0,1,832,The assistant that the magician allowed up on stage will ever cut a wire during a show.,832
19,BothTheEver,34,9,will,wims,1,1,1024,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1024
19,BothTheEver,34,10,ever,ixer,1,1,2209,The assistant that the magician allowed up on stage will ever cut a wire during a show.,2209
19,BothTheEver,34,11,cut,dut,1,1,1263,The assistant that the magician allowed up on stage will ever cut a wire during a show.,1263
19,BothTheEver,34,12,a,e,1,1,752,The assistant that the magician allowed up on stage will ever cut a wire during a show.,752
19,BothTheEver,34,13,wire,wirs,0,1,689,The assistant that the magician allowed up on stage will ever cut a wire during a show.,689
19,BothTheEver,34,14,during,soring,1,1,2383,The assistant that the magician allowed up on stage will ever cut a wire during a show.,2383
19,BothTheEver,34,15,a,e,0,1,624,The assistant that the magician allowed up on stage will ever cut a wire during a show.,624
19,BothTheEver,34,16,show.,clow.,0,1,2048,The assistant that the magician allowed up on stage will ever cut a wire during a show.,2048
19,MatrixNoStill,29,0,No,Na,0,1,831,No programmer that the technician predicted would slip up will still write a script to automate tasks.,831
19,MatrixNoStill,29,1,programmer,proqueymer,0,1,1023,No programmer that the technician predicted would slip up will still write a script to automate tasks.,1023
19,MatrixNoStill,29,2,that,quat,0,1,768,No programmer that the technician predicted would slip up will still write a script to automate tasks.,768
19,MatrixNoStill,29,3,the,thi,0,1,544,No programmer that the technician predicted would slip up will still write a script to automate tasks.,544
19,MatrixNoStill,29,4,technician,tassmician,0,1,2081,No programmer that the technician predicted would slip up will still write a script to automate tasks.,2081
19,MatrixNoStill,29,5,predicted,preseshed,0,1,1087,No programmer that the technician predicted would slip up will still write a script to automate tasks.,1087
19,MatrixNoStill,29,6,would,wourn,1,1,1008,No programmer that the technician predicted would slip up will still write a script to automate tasks.,1008
19,MatrixNoStill,29,7,slip,spip,0,1,865,No programmer that the technician predicted would slip up will still write a script to automate tasks.,865
19,MatrixNoStill,29,8,up,ep,0,1,992,No programmer that the technician predicted would slip up will still write a script to automate tasks.,992
19,MatrixNoStill,29,9,will,wist,0,1,784,No programmer that the technician predicted would slip up will still write a script to automate tasks.,784
19,MatrixNoStill,29,10,still,stull,1,1,1184,No programmer that the technician predicted would slip up will still write a script to automate tasks.,1184
19,MatrixNoStill,29,11,write,wrike,0,1,991,No programmer that the technician predicted would slip up will still write a script to automate tasks.,991
19,MatrixNoStill,29,12,a,e,0,1,592,No programmer that the technician predicted would slip up will still write a script to automate tasks.,592
19,MatrixNoStill,29,13,script,scrict,1,1,913,No programmer that the technician predicted would slip up will still write a script to automate tasks.,913
19,MatrixNoStill,29,14,to,ro,1,1,816,No programmer that the technician predicted would slip up will still write a script to automate tasks.,816
19,MatrixNoStill,29,15,automate,ahrogate,1,1,1391,No programmer that the technician predicted would slip up will still write a script to automate tasks.,1391
19,MatrixNoStill,29,16,tasks.,tarch.,0,1,864,No programmer that the technician predicted would slip up will still write a script to automate tasks.,864
19,BothTheEver,10,0,The,Whe,0,1,575,The candidate that the committee invited to the interview will ever submit a resume with little experience.,575
19,BothTheEver,10,1,candidate,candifent,0,1,1216,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1216
19,BothTheEver,10,2,that,thit,0,1,688,The candidate that the committee invited to the interview will ever submit a resume with little experience.,688
19,BothTheEver,10,3,the,que,0,1,528,The candidate that the committee invited to the interview will ever submit a resume with little experience.,528
19,BothTheEver,10,4,committee,compattia,0,1,1280,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1280
19,BothTheEver,10,5,invited,inruned,1,1,1168,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1168
19,BothTheEver,10,6,to,te,0,1,527,The candidate that the committee invited to the interview will ever submit a resume with little experience.,527
19,BothTheEver,10,7,the,que,0,1,593,The candidate that the committee invited to the interview will ever submit a resume with little experience.,593
19,BothTheEver,10,8,interview,interpook,1,1,1023,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1023
19,BothTheEver,10,9,will,wims,1,1,720,The candidate that the committee invited to the interview will ever submit a resume with little experience.,720
19,BothTheEver,10,10,ever,ucer,1,1,1376,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1376
19,BothTheEver,10,11,submit,subcot,1,1,977,The candidate that the committee invited to the interview will ever submit a resume with little experience.,977
19,BothTheEver,10,12,a,e,0,1,640,The candidate that the committee invited to the interview will ever submit a resume with little experience.,640
19,BothTheEver,10,13,resume,rebull,1,1,1392,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1392
19,BothTheEver,10,14,with,wirk,0,1,624,The candidate that the committee invited to the interview will ever submit a resume with little experience.,624
19,BothTheEver,10,15,little,limple,0,1,783,The candidate that the committee invited to the interview will ever submit a resume with little experience.,783
19,BothTheEver,10,16,experience.,ertorients.,0,1,1649,The candidate that the committee invited to the interview will ever submit a resume with little experience.,1649
19,BothTheEver,22,0,The,Tho,0,1,590,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,590
19,BothTheEver,22,1,sponsor,gronsar,0,1,753,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,753
19,BothTheEver,22,2,that,quat,0,1,592,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,592
19,BothTheEver,22,3,the,tho,0,1,719,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,719
19,BothTheEver,22,4,agent,agish,0,1,785,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,785
19,BothTheEver,22,5,recognized,regogrists,1,1,1232,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,1232
19,BothTheEver,22,6,as,aw,0,1,624,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,624
19,BothTheEver,22,7,a,e,0,1,927,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,927
19,BothTheEver,22,8,genius,wenirm,1,1,736,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,736
19,BothTheEver,22,9,will,wirs,0,1,609,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,609
19,BothTheEver,22,10,ever,iler,0,1,1040,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,1040
19,BothTheEver,22,11,market,manwet,1,1,1615,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,1615
19,BothTheEver,22,12,a,e,0,1,512,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,512
19,BothTheEver,22,13,product,preduth,1,1,1040,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,1040
19,BothTheEver,22,14,to,ty,1,1,737,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,737
19,BothTheEver,22,15,casual,cayyac,1,1,928,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,928
19,BothTheEver,22,16,fans.,funs.,1,1,1375,The sponsor that the agent recognized as a genius will ever market a product to casual fans.,1375
19,MatrixNoEver,14,0,No,Vo,0,1,703,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,703
19,MatrixNoEver,14,1,patient,pariere,1,1,768,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,768
19,MatrixNoEver,14,2,that,quat,1,1,1232,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,1232
19,MatrixNoEver,14,3,the,tho,0,1,928,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,928
19,MatrixNoEver,14,4,doctor,rictor,0,1,848,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,848
19,MatrixNoEver,14,5,treated,treened,0,1,976,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,976
19,MatrixNoEver,14,6,in,ig,0,1,1055,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,1055
19,MatrixNoEver,14,7,the,tho,1,1,785,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,785
19,MatrixNoEver,14,8,hospital,fuppital,1,1,752,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,752
19,MatrixNoEver,14,9,will,wirs,1,1,1312,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,1312
19,MatrixNoEver,14,10,ever,ucer,1,1,688,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,688
19,MatrixNoEver,14,11,be,te,1,1,848,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,848
19,MatrixNoEver,14,12,seriously,memieetly,0,1,688,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,688
19,MatrixNoEver,14,13,ill,ins,0,1,784,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,784
19,MatrixNoEver,14,14,for,ror,0,1,656,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,656
19,MatrixNoEver,14,15,many,cuny,1,1,656,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,656
19,MatrixNoEver,14,16,years.,ythes.,0,1,656,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,656
19,MatrixNoEver,32,0,No,Ny,0,1,2062,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,2062
19,MatrixNoEver,32,1,employee,emplaxia,0,1,1904,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,1904
19,MatrixNoEver,32,2,that,thit,0,1,736,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,736
19,MatrixNoEver,32,3,the,que,1,1,912,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,912
19,MatrixNoEver,32,4,manager,paneyer,0,1,2288,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,2288
19,MatrixNoEver,32,5,understood,underbreen,1,1,2592,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,2592
19,MatrixNoEver,32,6,to,te,1,1,1616,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,1616
19,MatrixNoEver,32,7,be,ce,1,1,1008,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,1008
19,MatrixNoEver,32,8,unambitious,orarbidrous,0,1,5504,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,5504
19,MatrixNoEver,32,9,will,wips,1,1,945,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,945
19,MatrixNoEver,32,10,ever,ixer,0,1,671,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,671
19,MatrixNoEver,32,11,clean,spean,0,1,816,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,816
19,MatrixNoEver,32,12,the,que,1,1,576,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,576
19,MatrixNoEver,32,13,office,uffime,1,1,736,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,736
19,MatrixNoEver,32,14,until,undel,1,1,833,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,833
19,MatrixNoEver,32,15,it's,intz,1,1,735,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,735
19,MatrixNoEver,32,16,spotless.,spabless.,0,1,1392,No employee that the manager understood to be unambitious will ever clean the office until it's spotless.,1392
19,MatrixTheStill,36,0,The,Thi,0,1,606,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,606
19,MatrixTheStill,36,1,prospector,protrictor,1,1,2881,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,2881
19,MatrixTheStill,36,2,that,thut,1,1,992,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,992
19,MatrixTheStill,36,3,no,na,1,1,832,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,832
19,MatrixTheStill,36,4,cowboy,cowsom,0,1,1760,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1760
19,MatrixTheStill,36,5,shared,shased,1,1,2192,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,2192
19,MatrixTheStill,36,6,a,e,1,1,1248,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1248
19,MatrixTheStill,36,7,drink,drire,1,1,1776,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1776
19,MatrixTheStill,36,8,with,wiss,1,1,832,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,832
19,MatrixTheStill,36,9,will,wips,0,1,880,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,880
19,MatrixTheStill,36,10,still,stell,1,1,1104,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1104
19,MatrixTheStill,36,11,reveal,recial,1,1,2704,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,2704
19,MatrixTheStill,36,12,the,whe,0,1,1488,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1488
19,MatrixTheStill,36,13,location,taration,1,1,1024,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1024
19,MatrixTheStill,36,14,of,oy,1,1,704,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,704
19,MatrixTheStill,36,15,the,que,1,1,640,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,640
19,MatrixTheStill,36,16,gold.,golt.,0,1,1281,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,1281
19,MatrixTheStill,18,0,The,Whe,0,1,575,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,575
19,MatrixTheStill,18,1,pirate,pisand,0,1,831,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,831
19,MatrixTheStill,18,2,that,grat,0,1,529,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,529
19,MatrixTheStill,18,3,no,nu,1,1,832,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,832
19,MatrixTheStill,18,4,admiral,atcical,1,1,1567,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1567
19,MatrixTheStill,18,5,respected,rewranted,1,1,1600,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1600
19,MatrixTheStill,18,6,as,ar,1,1,1072,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1072
19,MatrixTheStill,18,7,a,e,1,1,609,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,609
19,MatrixTheStill,18,8,sailor,rareor,1,1,1151,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1151
19,MatrixTheStill,18,9,will,wist,0,1,673,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,673
19,MatrixTheStill,18,10,still,stull,1,1,752,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,752
19,MatrixTheStill,18,11,plot,drot,1,1,1104,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1104
19,MatrixTheStill,18,12,a,e,1,1,688,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,688
19,MatrixTheStill,18,13,course,bourse,0,1,896,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,896
19,MatrixTheStill,18,14,through,scrough,0,1,896,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,896
19,MatrixTheStill,18,15,rough,mough,0,1,1023,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1023
19,MatrixTheStill,18,16,waters.,galers.,0,1,1537,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,1537
19,MatrixNoStill,23,0,No,Na,0,1,574,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,574
19,MatrixNoStill,23,1,judge,junch,0,1,753,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,753
19,MatrixNoStill,23,2,that,grat,1,1,672,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,672
19,MatrixNoStill,23,3,the,thi,1,1,639,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,639
19,MatrixNoStill,23,4,bailiff,bainipe,1,1,5505,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,5505
19,MatrixNoStill,23,5,liked,loked,1,1,1407,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,1407
19,MatrixNoStill,23,6,for,fom,0,1,880,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,880
19,MatrixNoStill,23,7,his,hus,1,1,705,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,705
19,MatrixNoStill,23,8,swiftness,swareness,1,1,1743,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,1743
19,MatrixNoStill,23,9,will,wist,1,1,1040,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,1040
19,MatrixNoStill,23,10,still,stull,0,1,593,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,593
19,MatrixNoStill,23,11,try,tre,1,1,800,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,800
19,MatrixNoStill,23,12,a,e,1,1,672,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,672
19,MatrixNoStill,23,13,case,cose,1,1,784,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,784
19,MatrixNoStill,23,14,without,gathout,0,1,815,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,815
19,MatrixNoStill,23,15,video,neteo,0,1,817,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,817
19,MatrixNoStill,23,16,evidence.,edibance.,1,1,1199,No judge that the bailiff liked for his swiftness will still try a case without video evidence.,1199
19,MatrixTheEver,21,0,The,Que,0,1,1550,The actor that no director knew from the theater will ever prepare a monologue for the audition.,1550
19,MatrixTheEver,21,1,actor,abbor,0,1,960,The actor that no director knew from the theater will ever prepare a monologue for the audition.,960
19,MatrixTheEver,21,2,that,thut,1,1,704,The actor that no director knew from the theater will ever prepare a monologue for the audition.,704
19,MatrixTheEver,21,3,no,ny,0,1,640,The actor that no director knew from the theater will ever prepare a monologue for the audition.,640
19,MatrixTheEver,21,4,director,dicactar,0,1,688,The actor that no director knew from the theater will ever prepare a monologue for the audition.,688
19,MatrixTheEver,21,5,knew,wrew,0,1,1168,The actor that no director knew from the theater will ever prepare a monologue for the audition.,1168
19,MatrixTheEver,21,6,from,quom,0,1,689,The actor that no director knew from the theater will ever prepare a monologue for the audition.,689
19,MatrixTheEver,21,7,the,whe,1,1,847,The actor that no director knew from the theater will ever prepare a monologue for the audition.,847
19,MatrixTheEver,21,8,theater,kneeter,1,1,944,The actor that no director knew from the theater will ever prepare a monologue for the audition.,944
19,MatrixTheEver,21,9,will,wips,1,1,833,The actor that no director knew from the theater will ever prepare a monologue for the audition.,833
19,MatrixTheEver,21,10,ever,irer,1,1,687,The actor that no director knew from the theater will ever prepare a monologue for the audition.,687
19,MatrixTheEver,21,11,prepare,presore,0,1,656,The actor that no director knew from the theater will ever prepare a monologue for the audition.,656
19,MatrixTheEver,21,12,a,e,1,1,849,The actor that no director knew from the theater will ever prepare a monologue for the audition.,849
19,MatrixTheEver,21,13,monologue,senoloped,0,1,863,The actor that no director knew from the theater will ever prepare a monologue for the audition.,863
19,MatrixTheEver,21,14,for,dor,1,1,560,The actor that no director knew from the theater will ever prepare a monologue for the audition.,560
19,MatrixTheEver,21,15,the,whe,1,1,624,The actor that no director knew from the theater will ever prepare a monologue for the audition.,624
19,MatrixTheEver,21,16,audition.,etrition.,1,1,1185,The actor that no director knew from the theater will ever prepare a monologue for the audition.,1185
19,MatrixNoStill,5,0,No,Ny,0,1,687,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,687
19,MatrixNoStill,5,1,hostage,hustays,0,1,720,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,720
19,MatrixNoStill,5,2,that,thit,0,1,736,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,736
19,MatrixNoStill,5,3,the,que,1,1,640,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,640
19,MatrixNoStill,5,4,kidnapper,kipnamber,1,1,1344,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,1344
